Condition,Price,Location,Time,Model,Year,Category
New,1300,SiemReab,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Cordi 50,2007,Scooter
New,1850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Cordi 50,2009,Scooter
REUSE,2220,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Cordi 50,2011,Scooter
REUSE,2250,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Dart 125,2016,Scooter
REUSE,1900,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Dart 125,2017,Scooter
REUSE,1590,PhnomPenh,13-Apr-23,Daelim Daystar,2006,Custom / cruiser
New,780,PhnomPenh,6 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim Daystar,2015,Custom / cruiser
New,1250,PhnomPenh,29 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim Daystar  250,2014,Custom / cruiser
REUSE,670,PhnomPenh,35 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim Daystar 125,2013,Custom / cruiser
REUSE,600,PhnomPenh,48 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim Daystar 125,2014,Custom / cruiser
New,2100,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 125,2015,Custom / cruiser
REUSE,3050,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 125,2017,Custom / cruiser
New,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 125 F.I.,2008,Custom / cruiser
REUSE,4800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 125 FI,2009,Custom / cruiser
REUSE,2850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 125 FI,2011,Sport
New,400,KampangSpeu,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 250,2016,Custom / cruiser
REUSE,1000,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar 250,2017,Custom / cruiser
REUSE,360,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Daystar VL 125 L,2004,Custom / cruiser
REUSE,350,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Delfino 125,2011,Scooter
REUSE,235,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim E-Five,2007,Scooter
REUSE,1500,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim E-Five ATS,2006,Scooter
REUSE,265,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim ET 300,2009,ATV
REUSE,1300,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Freewing 125,2011,Scooter
REUSE,279,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim History,2004,Scooter
REUSE,780,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim History 125,2006,Scooter
REUSE,810,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim NS 125 DLX,2004,Scooter
REUSE,330,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim NS 125 III,2006,Scooter
REUSE,345,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim NS 125 III,2007,Scooter
REUSE,1180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim NS 125 III,2008,Scooter
REUSE,2180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Otello 125,2011,Scooter
REUSE,1370,Sihanoukville,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Otello 125 ABS,2018,Scooter
REUSE,1600,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Otello 125 FI,2009,Scooter
REUSE,5800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Otello Fi 125,2008,Scooter
REUSE,4350,SiemReab,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport,2015,Sport
REUSE,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport 125,2014,Naked bike
REUSE,1650,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport 125,2015,Naked bike
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport 125,2017,Sport
REUSE,1500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport 250,2014,Sport
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim RoadSport 250,2017,Sport
REUSE,1150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadsport  250,2011,Sport
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadsport 125,2011,Sport
REUSE,750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin,2004,Naked bike
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin,2006,Allround
REUSE,2500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin,2008,Naked bike
REUSE,780,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin,2009,Naked bike
REUSE,780,Kandal,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin,2010,Naked bike
New,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin 125,2007,Allround
New,2850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin 125,2011,Naked bike
REUSE,4150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin R 125 F.I.,2008,Sport
New,1750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Roadwin R 125 FI,2009,Sport
New,1300,SiemReab,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S-Five,2006,Scooter
New,1850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S-Five,2007,Scooter
REUSE,2220,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S-Five,2009,Scooter
REUSE,2250,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S-Five,2010,Scooter
REUSE,1900,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S-One,2009,Scooter
REUSE,1590,PhnomPenh,13-Apr-23,Daelim S-One,2010,Scooter
New,780,PhnomPenh,6 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim S1,2015,Scooter
New,1250,PhnomPenh,29 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim S1,2017,Scooter
REUSE,670,PhnomPenh,35 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim S1 125,2011,Scooter
REUSE,600,PhnomPenh,48 áž“áž¶áž‘áž¸áž˜áž»áž“,Daelim S1 125,2013,Scooter
New,2100,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S1 125,2014,Scooter
REUSE,3050,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 125,2006,Scooter
New,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 125 FI,2009,Scooter
REUSE,4800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 125 Fi Freewing,2008,Scooter
REUSE,2850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 250,2006,Scooter
New,400,KampangSpeu,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 250,2007,Scooter
REUSE,1000,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S2 250,2008,Scooter
REUSE,360,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3,2011,Scooter
REUSE,350,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3 125,2014,Scooter
REUSE,235,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3 125,2015,Scooter
REUSE,1500,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3 Advance,2015,Scooter
REUSE,265,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3 Advance 250,2013,Scooter
REUSE,1300,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S3 Advance 250,2014,Scooter
REUSE,279,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S300,2018,Scooter
REUSE,780,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S4 50,2011,Scooter
REUSE,810,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim S5 50,2013,Scooter
REUSE,330,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Steezer,2016,Scooter
REUSE,345,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Steezer,2017,Scooter
REUSE,1180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Steezer S,2016,Scooter
REUSE,2180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 125 RoadSport,2013,Naked bike
REUSE,1370,Sihanoukville,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 125 RoadWin,2013,Naked bike
REUSE,1600,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250,2011,Sport
REUSE,5800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250,2014,Sport
REUSE,4350,SiemReab,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250,2015,Sport
REUSE,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250,2016,Sport
REUSE,1650,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250,2017,Sport
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VJF 250 RoadSport,2013,Sport
REUSE,1500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VL 125 Classic,2001,Custom / cruiser
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VL 125 Daystar,2001,Custom / cruiser
REUSE,1150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VL 125 Daystar,2007,Custom / cruiser
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VL 125 Daystar Limited,2007,Custom / cruiser
REUSE,750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VS 125,1998,Custom / cruiser
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VS 125,2000,Custom / cruiser
REUSE,2500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VS 125 Advance,1997,Custom / cruiser
REUSE,780,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VS 125 Evolution,2001,Custom / cruiser
REUSE,780,Kandal,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VT 125,1999,Custom / cruiser
New,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VT 125 Evolution,2000,Custom / cruiser
New,2850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim VT 125 Evolution,2001,Custom / cruiser
REUSE,4150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim Witty 50,2016,Scooter
New,1750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Daelim XQ1,2022,Scooter
New,1300,SiemReab,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Crazy 50,2010,Scooter
New,1850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Crazy 50,2011,Scooter
REUSE,2220,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Cub 125,2010,Scooter
REUSE,2250,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Cub 125,2011,Scooter
REUSE,1900,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Cub 50,2010,Scooter
REUSE,1590,PhnomPenh,13-Apr-23,Dafier Cub 50,2011,Scooter
New,780,PhnomPenh,6 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafier DFE 100,2008,Sport
New,1250,PhnomPenh,29 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafier DFE 110-3C,2009,Scooter
REUSE,670,PhnomPenh,35 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafier DFE 125 IV,2008,Sport
REUSE,600,PhnomPenh,48 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafier DFE 125 T-10A,2009,Scooter
New,2100,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 125-7,2009,Sport
REUSE,3050,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 150-6,2008,Sport
New,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 150L-B4,2008,Custom / cruiser
REUSE,4800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 200GY,2008,Allround
REUSE,2850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 250,2008,Custom / cruiser
New,400,KampangSpeu,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 250-A,2009,Custom / cruiser
REUSE,1000,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier DFE 50 QT-9,2009,Scooter
REUSE,360,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Ghost 50,2010,Scooter
REUSE,350,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Hub 110,2011,Scooter
REUSE,235,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Hub 125,2011,Scooter
REUSE,1500,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Julia 50,2010,Scooter
REUSE,265,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Roma 50,2010,Scooter
REUSE,1300,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STF 125,2010,Enduro / offroad
REUSE,279,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STF 50,2010,Enduro / offroad
REUSE,780,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STM 125,2010,Super motard
REUSE,810,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STM 125,2011,Super motard
REUSE,330,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STM 50,2010,Super motard
REUSE,345,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier STM 50,2011,Super motard
REUSE,1180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Scooterone 125,2010,Scooter
REUSE,2180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Skiv 50,2010,Scooter
REUSE,1370,Sihanoukville,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Street 125,2010,Sport
REUSE,1600,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier Street 125,2011,Sport
REUSE,5800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier TZX 125,2010,Allround
REUSE,4350,SiemReab,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier TZX 125,2011,Allround
REUSE,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafier WX2 50,2010,Scooter
REUSE,1650,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Apache RTR 200,2020,Sport
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Apache150,2010,Sport
REUSE,1500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Apache150,2011,Sport
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Cityclass 200i,2020,Scooter
REUSE,1150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Citycom 300i,2011,Scooter
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Citycom 300i,2020,Scooter
REUSE,750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Cruisym 150,2022,Scooter
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Horizon 150,2020,Custom / cruiser
REUSE,2500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Horizon 250,2015,Custom / cruiser
REUSE,780,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Horizon 250,2016,Custom / cruiser
REUSE,780,Kandal,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Kansas 150,2010,Custom / cruiser
New,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Kansas 150,2011,Custom / cruiser
New,2850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Laser 150,2010,Scooter
REUSE,4150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Laser 150,2011,Scooter
New,1750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Maxsym 400i,2015,Scooter
New,1300,SiemReab,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra NH 190,2020,Sport
New,1850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra NH 190,2021,Sport
REUSE,2220,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Next 250,2015,Sport
REUSE,2250,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Next 300,2020,Sport
REUSE,1900,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Riva 150,2018,Sport
REUSE,1590,PhnomPenh,13-Apr-23,Dafra Smart 125,2010,Scooter
New,780,PhnomPenh,6 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafra Smart 125,2011,Scooter
New,1250,PhnomPenh,29 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafra Speed 150,2010,Sport
REUSE,670,PhnomPenh,35 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafra Speed 150,2011,Sport
REUSE,600,PhnomPenh,48 áž“áž¶áž‘áž¸áž˜áž»áž“,Dafra Super 100,2011,Allround
New,2100,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Super 50,2011,Allround
REUSE,3050,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Zig,2011,Scooter
New,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dafra Zig Cub 100,2010,Scooter
REUSE,4800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dam Tech Twin American 13c Delaware,2010,Custom / cruiser
REUSE,2850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dam Tech Twin American 13c Delaware,2011,Custom / cruiser
New,400,KampangSpeu,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dam Tech Twin American 13c Pennsylvania,2010,Custom / cruiser
REUSE,1000,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dam Tech Twin American 13c Pennsylvania,2011,Custom / cruiser
REUSE,360,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hyperfighter Colossus,2022,Naked bike
REUSE,350,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport HS,2020,Prototype / concept model
REUSE,235,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport HS,2021,Prototype / concept model
REUSE,1500,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport Premier,2020,Prototype / concept model
REUSE,265,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport Premier,2021,Prototype / concept model
REUSE,1300,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport Premier,2022,Sport
REUSE,279,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport SE,2021,Prototype / concept model
REUSE,780,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Damon Hypersport SX,2021,Prototype / concept model
REUSE,810,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dandy 125,1998,Enduro / offroad
REUSE,330,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY 150-14.6,2008,Sport
REUSE,345,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY125 27.12,2009,Custom / cruiser
REUSE,1180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY125-13.34.1,2008,Sport
REUSE,2180,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY125-27.12,2008,Touring
REUSE,1370,Sihanoukville,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY125-39,2008,Naked bike
REUSE,1600,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayang DY125-39,2009,Naked bike
REUSE,5800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayton C3,1915,Allround
REUSE,4350,SiemReab,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayton E8,1917,Allround
REUSE,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun AX100,2008,Sport
REUSE,1650,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY 125-3,2008,Sport
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY 125-8B,2008,Naked bike
REUSE,1500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY125-7,2008,Custom / cruiser
REUSE,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY125-B,2008,Sport
REUSE,1150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY125T-6,2008,Scooter
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY150GY,2008,Enduro / offroad
REUSE,750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY250 Police,2008,Custom / cruiser
REUSE,5000,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Dayun DY48QT,2008,Scooter
REUSE,2500,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1897,Allround
REUSE,780,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1898,Allround
REUSE,780,Kandal,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1899,Allround
New,2150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1900,Allround
New,2850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1901,Allround
REUSE,4150,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1902,Allround
New,1750,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1903,Allround
New,1300,SiemReab,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,De Dion-Bouton Tricycle,1904,Allround
New,1850,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Delfast Dnepr Electric,2022,Sport
REUSE,2220,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak Combat,2013,Cross / motocross
REUSE,2250,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak Cougar,2011,Custom / cruiser
REUSE,1900,PhnomPenh,2 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak DMS,2014,Scooter
REUSE,1590,PhnomPenh,13-Apr-23,Demak DMX-R,2011,Cross / motocross
New,780,PhnomPenh,6 áž“áž¶áž‘áž¸áž˜áž»áž“,Demak DTM 150,2011,Cross / motocross
New,1250,PhnomPenh,29 áž“áž¶áž‘áž¸áž˜áž»áž“,Demak DTM 150 Combat,2012,Cross / motocross
REUSE,670,PhnomPenh,35 áž“áž¶áž‘áž¸áž˜áž»áž“,Demak DX 90,2011,Scooter
REUSE,600,PhnomPenh,48 áž“áž¶áž‘áž¸áž˜áž»áž“,Demak DX250 Dart,2018,Naked bike
New,2100,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak DXT 250 Dart,2020,Naked bike
REUSE,3050,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak DZR 120,2020,Super motard
New,3850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak Duta,2011,Scooter
REUSE,4800,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak Duta,2013,Scooter
REUSE,2850,PhnomPenh,1 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Demak Eco 110,2020,Scooter
