JobTitle,CompanyName,Category,Salary,JobType,JobFunction,PositionLevel,WorkingDay,WorkingHour,Location,DetailLocation,WorkingExperience,Qualification,Age
Junior Management Development Program,"kalbe Cambodia Co.,Ltd",Retail / Trading Distribution / Cosumer Products ,Negotiable,Full Time,Top Management,Junior Executive,,,Phnom Penh,"Kalbe Cambodia Office, # 54AB, St.328 (Near Phsar Olympic), Phnom Penh. Tel: 023 221 531., Phnom Penh",2-5 years,Bachelor's Degree,30 - 50
Finance & Administrator,Project Change International,General Business,Negotiable,Full Time,Banking/Financial,Non-Executive,,,Takeo,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,22 - 35
Credit Manager,Asia-Pacific Development Specialized Bank (APD Bank),Banking / Finance / Insurance / Investment,Negotiable,Full Time,Top Management,Senior Manager,,,Phnom Penh,"Lot No. 132, Norodom Blvd ,Sangkat Tonle Bassac, Khan Chamkamon, Phnom Penh, Cambodia, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Branch Manager,Asia-Pacific Development Specialized Bank (APD Bank),Banking / Finance / Insurance / Investment,Negotiable,Full Time,Top Management,Senior Manager,,,Phnom Penh,"Lot No. 132, Norodom Blvd ,Sangkat Tonle Bassac, Khan Chamkamon, Phnom Penh, Cambodia, Phnom Penh",5-8 years,Bachelor's Degree,18 - 50
Account Officer (Urgent),Asia-Pacific Development Specialized Bank (APD Bank),Banking / Finance / Insurance / Investment,Negotiable,Full Time,General/Cost Accounting,Junior Executive,,,Phnom Penh,"Lot No. 132, Norodom Blvd ,Sangkat Tonle Bassac, Khan Chamkamon, Phnom Penh, Cambodia, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
HR Officer,ELT Institute,Education / Training,Negotiable,Full Time,Human Resource,Junior Executive,,,Phnom Penh,"Building #169, Street 136, Sangkat Phsar Kandal II, Khan Duan Penh, Phnom Penh, Cambodia., Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Assistant for Academic Vice-Principal,APPLETREE International School,Education / Training,Negotiable,Full Time,Secretarial,Junior Executive,,,Phnom Penh,"Building #426, Street 271 (Opposite Pet Lok Sang near Tuol Kork Overpass), Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Shipping,"MISTINE (CAMBODIA) CO., LTD",Cosmetics & Beauty,Negotiable,Full Time,Logistics/Supply Chain,Junior Executive,,,Phnom Penh,"Address: #649E, St.Monivong Conner St.360, Sangkat BoengKengkang3, Khan Chamkarmorn, Phnom Penh, Cambodia, Phnom Penh",No preference,Associate Degree,22 - 40
Merchandiser & Assistants,KING LIM Garment Accessories,Clothing / Garment / Textile,Negotiable,Full Time,Merchandising,Junior Executive,,,Phnom Penh,"#688, Prey Lvea,Chom Chao,Phnom Penh, Cambodia.cm, Phnom Penh",2-5 years,Bachelor's Degree,20 - 35
Salesman,"MISTINE (CAMBODIA) CO., LTD",Cosmetics & Beauty,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Siem Reap,"Address: #649E, St.Monivong Conner St.360, Sangkat BoengKengkang3, Khan Chamkarmorn, Phnom Penh, Cambodia, Phnom Penh",< 2 years,High School or equivalent,22 - 40
Sale Modern Trade,"MISTINE (CAMBODIA) CO., LTD",Cosmetics & Beauty,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"Address: #649E, St.Monivong Conner St.360, Sangkat BoengKengkang3, Khan Chamkarmorn, Phnom Penh, Cambodia, Phnom Penh",< 2 years,Bachelor's Degree,22 - 40
Marketing Executive,Motor Image (Cambodia)Ltd,Automotive / Vehicle,Negotiable,Full Time,Marketing/Business Development,Junior Executive,,,Phnom Penh,"No 48, Mao Tse Tong Blvd, Toul Tompong, Khan Chamkarmon, Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,25 - 35
Sales Consultant,Motor Image (Cambodia)Ltd,Automotive / Vehicle,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"No 48, Mao Tse Tong Blvd, Toul Tompong, Khan Chamkarmon, Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,25 - 35
ផ្នែកទីផ្សារ និង ដឹកជញ្ជូន,"LOXU Digital (Cambodia)co.,ltd",Information Technology / Digital,Negotiable,Full Time,Marketing/Business Development,Non-Executive,,,Phnom Penh,"No.163C1,St.146, Sangkat Tuek Laak II,  Khan Toul Kok Phnom Penh, Cambodia, Phnom Penh",< 2 years,High School or equivalent,18 - 50
Selling computer security camera and spare parts,"LOXU Digital (Cambodia)co.,ltd",Information Technology / Digital,Negotiable,Full Time,Retail Sales/General,Non-Executive,,,Phnom Penh,"No.163C1,St.146, Sangkat Tuek Laak II,  Khan Toul Kok Phnom Penh, Cambodia, Phnom Penh",< 2 years,High School or equivalent,18 - 50
ជាងជួសជុលផ្នែកកាមេរ៉ាសុវត្ថិភាព​,"LOXU Digital (Cambodia)co.,ltd",Information Technology / Digital,Negotiable,Full Time,Electronics Engineering,Non-Executive,,,Phnom Penh,"No.163C1,St.146, Sangkat Tuek Laak II,  Khan Toul Kok Phnom Penh, Cambodia, Phnom Penh",No preference,Associate Degree,18 - 50
Technical,"CAMBODIA DIGITAL TV CO., LTD. (Chinese state-owned enterprise)",Telecommunication,Negotiable,Full Time,Electronics Engineering,Junior Executive,,,Phnom Penh,"#423-425E0E1, Monivong Avenue (Street 93), Sangkat Bueng Prolit, Khan 7Makara, Phnom Penh, Cambodia. OR : # 15, Avenue/Street Maple I, Sangkat BoengKak II, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",No preference,Bachelor's Degree,18 - 50
Dealer Team (DT),"CAMBODIA DIGITAL TV CO., LTD. (Chinese state-owned enterprise)",Telecommunication,Negotiable,Full Time,Customer Service,Junior Executive,,,Phnom Penh,"#423-425E0E1, Monivong Avenue (Street 93), Sangkat Bueng Prolit, Khan 7Makara, Phnom Penh, Cambodia. OR : # 15, Avenue/Street Maple I, Sangkat BoengKak II, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",No preference,Associate Degree,18 - 50
JUNIOR MARKETING EXECUTIVE,Brands Management Limited,Banking / Finance / Insurance / Investment,Negotiable,Full Time,Marketing/Business Development,Non-Executive,,,Phnom Penh,"City Mall Top Floor (next to main entrance elevator),near CD shop Street Monireth, Sangkat Veal Vong, Khan 7 Makara, Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
Maintenance Manager,CE&P Corporation Ltd,General Business,Negotiable,Full Time,Top Management,Junior Executive,,,Phnom Penh,"No. 230B, Street 271, Sangkat Toek Thla, Khan Sen Sok , Phnom Penh, the kingdom of Cambodia., Phnom Penh",5-8 years,Bachelor's Degree,18 - 50
SENIOR MARKETING EXECUTIVE,Brands Management Limited,Banking / Finance / Insurance / Investment,Negotiable,Full Time,Top Management,Non-Executive,,,Phnom Penh,"City Mall Top Floor (next to main entrance elevator),near CD shop Street Monireth, Sangkat Veal Vong, Khan 7 Makara, Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Loan Officer,Prime MF Microfinance,Banking / Finance / Insurance / Investment,Negotiable,Full Time,Banking/Financial,Junior Executive,,,Phnom Penh,"#A19, St.271, Sangkat Tomnob Tek, Khan Chamkarmorn, Phnom Penh, Cambodia, Phnom Penh",No preference,Bachelor's Degree,20 - 35
Stock Controller,ViS Office Solution Cambodia,General Business,Negotiable,Full Time,Clerical/Administrative,Junior Executive,,,Phnom Penh,"#244, Street 271, Sangkat Toul Tompoung II, Khan Chamkar Morn, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
គណនេយ្យករ ​(ធ្វើការនៅខេត្តកំពង់ស្ពឺ),"Molika Construction Co., Ltd.",Construction / Building / Architecture,Negotiable,Full Time,General/Cost Accounting,Non-Executive,,,Kampong Speu,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
船务主任,某制衣厂,Clothing / Garment / Textile,Negotiable,Full Time,Logistics/Supply Chain,Senior Executive,,,Kandal,"National road no.4, Kao village, Beikchan Commune, Angsnourl District, Kandal Province, Cambodia., Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Human Resource Manager,Smile Mini Mart,Retail / Trading Distribution / Cosumer Products ,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"N21, St. 488/St. 145, Phsar Deumthkov, Chamkamorn, Phnom Penh, Phnom Penh",5-8 years,Bachelor's Degree,18 - 50
Store Manager,Smile Mini Mart,Retail / Trading Distribution / Cosumer Products ,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"N21, St. 488/St. 145, Phsar Deumthkov, Chamkamorn, Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,25 - 40
Receptionist (Night time),Grand NL Apartment,Hotel / Resort / Travel,Negotiable,Full Time,Customer Service,Junior Executive,,,Phnom Penh,"#23A,St113_304,BKK2,Chomkamon,phnom penh, Phnom Penh",< 2 years,Bachelor's Degree,20 - 30
Aid Coordination Officer(s),CRDB - Cambodian Rehabilitation & Development Board,NGO / Non Profit / Social Service,Negotiable,Full Time,Clerical/Administrative,Non-Executive,,,Phnom Penh,"Sisowath, Room 16, Main Building, Government Palace, Wat Phnom, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
PHP Programmer (3 Positions),"PCSP Group Co., Ltd",Information Technology / Digital,Negotiable,Full Time,IT-Software,Junior Executive,,,Phnom Penh,"#24C, St. 206, Sangkat Phsar Deumkor,Khan Toul Kork, Phnom Penh, Cambodia, Phnom Penh",< 2 years,Bachelor's Degree,20 - 30
Sale & Marketing,"CAMBODIA DIGITAL TV CO., LTD. (Chinese state-owned enterprise)",Telecommunication,Negotiable,Full Time,Marketing/Business Development,Junior Executive,,,Phnom Penh,"#423-425E0E1, Monivong Avenue (Street 93), Sangkat Bueng Prolit, Khan 7Makara, Phnom Penh, Cambodia. OR : # 15, Avenue/Street Maple I, Sangkat BoengKak II, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
After Service,"CAMBODIA DIGITAL TV CO., LTD. (Chinese state-owned enterprise)",Telecommunication,Negotiable,Full Time,Customer Service,Junior Executive,,,Phnom Penh,"#423-425E0E1, Monivong Avenue (Street 93), Sangkat Bueng Prolit, Khan 7Makara, Phnom Penh, Cambodia. OR : # 15, Avenue/Street Maple I, Sangkat BoengKak II, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",< 2 years,High School or equivalent,18 - 50
